"STCOFIPS","STFIPS","COFIPS","GEO","ITEM","DATA"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Corn for silage or greenchop (tons)",9759
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Corn for silage or greenchop (tons)",5335
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Corn for silage or greenchop (tons)",20833
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Corn for silage or greenchop (tons)",6888
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Corn for silage or greenchop (tons)",29327
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Corn for silage or greenchop (tons)",11247
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Corn for silage or greenchop (tons)",46902
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Corn for silage or greenchop (tons)",45015
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Corn for silage or greenchop (tons)",95145
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Corn for silage or greenchop (tons)",68356
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Corn for silage or greenchop (tons)",36602
"19153","19","153","Iowa\Polk","Selected crops harvested \ Corn for silage or greenchop (tons)",3257
"19161","19","161","Iowa\Sac","Selected crops harvested \ Corn for silage or greenchop (tons)",43688
"19169","19","169","Iowa\Story","Selected crops harvested \ Corn for silage or greenchop (tons)",28351
"19187","19","187","Iowa\Webster","Selected crops harvested \ Corn for silage or greenchop (tons)",14744
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Corn for silage or greenchop (tons)",11049
"19195","19","195","Iowa\Worth","Selected crops harvested \ Corn for silage or greenchop (tons)",8135
"19197","19","197","Iowa\Wright","Selected crops harvested \ Corn for silage or greenchop (tons)",2553
"19015","19","015","Iowa\Boone","Selected crops harvested \ Wheat for grain, all (farms)",1
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Wheat for grain, all (farms)",1
"19023","19","023","Iowa\Butler","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19041","19","041","Iowa\Clay","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Wheat for grain, all (farms)",1
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Wheat for grain, all (farms)",1
"19073","19","073","Iowa\Greene","Selected crops harvested \ Wheat for grain, all (farms)",3
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Wheat for grain, all (farms)",3
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Wheat for grain, all (farms)",2
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Wheat for grain, all (farms)",1
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Wheat for grain, all (farms)",1
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Wheat for grain, all (farms)",1
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Wheat for grain, all (farms)",1
"19153","19","153","Iowa\Polk","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19161","19","161","Iowa\Sac","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19169","19","169","Iowa\Story","Selected crops harvested \ Wheat for grain, all (farms)",5
"19187","19","187","Iowa\Webster","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Wheat for grain, all (farms)",4
"19195","19","195","Iowa\Worth","Selected crops harvested \ Wheat for grain, all (farms)","-"
"19197","19","197","Iowa\Wright","Selected crops harvested \ Wheat for grain, all (farms)",2
"19015","19","015","Iowa\Boone","Selected crops harvested \ Wheat for grain, all (acres)","(D)"
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Wheat for grain, all (acres)","(D)"
"19023","19","023","Iowa\Butler","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19041","19","041","Iowa\Clay","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Wheat for grain, all (acres)","(D)"
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Wheat for grain, all (acres)","(D)"
"19073","19","073","Iowa\Greene","Selected crops harvested \ Wheat for grain, all (acres)","(D)"
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Wheat for grain, all (acres)",152
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Wheat for grain, all (acres)","(D)"
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Wheat for grain, all (acres)","(D)"
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Wheat for grain, all (acres)","(D)"
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Wheat for grain, all (acres)","(D)"
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Wheat for grain, all (acres)","(D)"
"19153","19","153","Iowa\Polk","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19161","19","161","Iowa\Sac","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19169","19","169","Iowa\Story","Selected crops harvested \ Wheat for grain, all (acres)",48
"19187","19","187","Iowa\Webster","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Wheat for grain, all (acres)",1374
"19195","19","195","Iowa\Worth","Selected crops harvested \ Wheat for grain, all (acres)","-"
"19197","19","197","Iowa\Wright","Selected crops harvested \ Wheat for grain, all (acres)","(D)"
"19015","19","015","Iowa\Boone","Selected crops harvested \ Wheat for grain, all (bushels)","(D)"
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Wheat for grain, all (bushels)","(D)"
"19023","19","023","Iowa\Butler","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19041","19","041","Iowa\Clay","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Wheat for grain, all (bushels)","(D)"
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Wheat for grain, all (bushels)","(D)"
"19073","19","073","Iowa\Greene","Selected crops harvested \ Wheat for grain, all (bushels)","(D)"
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Wheat for grain, all (bushels)","(D)"
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Wheat for grain, all (bushels)","(D)"
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Wheat for grain, all (bushels)","(D)"
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Wheat for grain, all (bushels)","(D)"
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Wheat for grain, all (bushels)","(D)"
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Wheat for grain, all (bushels)","(D)"
"19153","19","153","Iowa\Polk","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19161","19","161","Iowa\Sac","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19169","19","169","Iowa\Story","Selected crops harvested \ Wheat for grain, all (bushels)","(D)"
"19187","19","187","Iowa\Webster","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Wheat for grain, all (bushels)",38226
"19195","19","195","Iowa\Worth","Selected crops harvested \ Wheat for grain, all (bushels)","-"
"19197","19","197","Iowa\Wright","Selected crops harvested \ Wheat for grain, all (bushels)","(D)"
"19015","19","015","Iowa\Boone","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19023","19","023","Iowa\Butler","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19041","19","041","Iowa\Clay","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)",1
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)",1
"19073","19","073","Iowa\Greene","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)",2
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)",2
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)",2
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)",1
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)",1
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19153","19","153","Iowa\Polk","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19161","19","161","Iowa\Sac","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19169","19","169","Iowa\Story","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)",5
"19187","19","187","Iowa\Webster","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)",4
"19195","19","195","Iowa\Worth","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)","-"
"19197","19","197","Iowa\Wright","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (farms)",2
"19015","19","015","Iowa\Boone","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19023","19","023","Iowa\Butler","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19041","19","041","Iowa\Clay","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","(D)"
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","(D)"
"19073","19","073","Iowa\Greene","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","(D)"
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","(D)"
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","(D)"
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","(D)"
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","(D)"
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19153","19","153","Iowa\Polk","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19161","19","161","Iowa\Sac","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19169","19","169","Iowa\Story","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)",48
"19187","19","187","Iowa\Webster","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)",1374
"19195","19","195","Iowa\Worth","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","-"
"19197","19","197","Iowa\Wright","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (acres)","(D)"
"19015","19","015","Iowa\Boone","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19023","19","023","Iowa\Butler","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19041","19","041","Iowa\Clay","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","(D)"
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","(D)"
"19073","19","073","Iowa\Greene","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","(D)"
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","(D)"
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","(D)"
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","(D)"
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","(D)"
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19153","19","153","Iowa\Polk","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19161","19","161","Iowa\Sac","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19169","19","169","Iowa\Story","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","(D)"
"19187","19","187","Iowa\Webster","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)",38226
"19195","19","195","Iowa\Worth","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","-"
"19197","19","197","Iowa\Wright","Selected crops harvested \ Wheat for grain, all \ Winter wheat for grain (bushels)","(D)"
"19015","19","015","Iowa\Boone","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)",1
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)",1
"19023","19","023","Iowa\Butler","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19041","19","041","Iowa\Clay","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19073","19","073","Iowa\Greene","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)",1
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)",1
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)",1
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)",1
"19153","19","153","Iowa\Polk","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19161","19","161","Iowa\Sac","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19169","19","169","Iowa\Story","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19187","19","187","Iowa\Webster","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19189","19","189","Iowa\Winnebago","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19195","19","195","Iowa\Worth","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19197","19","197","Iowa\Wright","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (farms)","-"
"19015","19","015","Iowa\Boone","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","(D)"
"19021","19","021","Iowa\Buena Vista","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","(D)"
"19023","19","023","Iowa\Butler","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19025","19","025","Iowa\Calhoun","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19027","19","027","Iowa\Carroll","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19033","19","033","Iowa\Cerro Gordo","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19041","19","041","Iowa\Clay","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19049","19","049","Iowa\Dallas","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19059","19","059","Iowa\Dickinson","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19063","19","063","Iowa\Emmet","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19067","19","067","Iowa\Floyd","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19069","19","069","Iowa\Franklin","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19073","19","073","Iowa\Greene","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","(D)"
"19075","19","075","Iowa\Grundy","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19077","19","077","Iowa\Guthrie","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","(D)"
"19079","19","079","Iowa\Hamilton","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19081","19","081","Iowa\Hancock","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19083","19","083","Iowa\Hardin","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","(D)"
"19091","19","091","Iowa\Humboldt","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19099","19","099","Iowa\Jasper","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19109","19","109","Iowa\Kossuth","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19127","19","127","Iowa\Marshall","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19131","19","131","Iowa\Mitchell","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19147","19","147","Iowa\Palo Alto","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","-"
"19151","19","151","Iowa\Pocahontas","Selected crops harvested \ Wheat for grain, all \ Spring wheat for grain (acres)","(D)"
