Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain Category,Value
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),53
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),131
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),137
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),92
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),45
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",9
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),70
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),209
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),225
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),92
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),34
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",20
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),35
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),209
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),103
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),174
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),85
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",11
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),17
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),214
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),149
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),155
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CHEROKEE,35,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),38
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",21
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),35
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),143
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),105
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),149
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),69
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",20
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),33
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),98
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),58
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),94
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),49
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",30
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),14
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),92
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),46
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),87
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),51
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",7
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),30
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),266
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),234
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),153
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,LYON,119,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),49
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O BRIEN,141,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",11
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O BRIEN,141,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),37
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O BRIEN,141,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),238
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O BRIEN,141,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),149
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O BRIEN,141,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),210
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,O BRIEN,141,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),51
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",17
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),12
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),117
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),131
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),136
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,OSCEOLA,143,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),53
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",54
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),34
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),151
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),130
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),105
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),62
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",21
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),50
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),327
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),216
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),229
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PLYMOUTH,149,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),90
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",21
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),61
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),150
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),105
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),179
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),100
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",18
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),79
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),355
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),317
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),214
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,SIOUX,167,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),90
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",3
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),37
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),39
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),69
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),22
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),9
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",1
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),48
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),49
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),78
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),19
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),6
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",5
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),31
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),40
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),78
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),22
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),3
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,LUCAS,117,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",1
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,LUCAS,117,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),32
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,LUCAS,117,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),36
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,LUCAS,117,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),56
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,LUCAS,117,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),9
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,LUCAS,117,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),7
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MADISON,121,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",13
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MADISON,121,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),56
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MADISON,121,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),69
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MADISON,121,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),127
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MADISON,121,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),44
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MADISON,121,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),25
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MARION,125,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",11
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MARION,125,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),71
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MARION,125,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),100
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MARION,125,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),107
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MARION,125,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),49
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MARION,125,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),27
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MONROE,135,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",4
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MONROE,135,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),33
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MONROE,135,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),47
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MONROE,135,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),74
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MONROE,135,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),26
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,MONROE,135,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),8
CENSUS,2007,YEAR,,COUNTY,IOWA,19,SOUTH CENTRAL,80,RINGGOLD,159,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",2
