Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),130,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),112,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),92,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,585,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"131,087",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",21,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),21,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),92,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),79,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),76,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),73,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,362,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"120,899",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",10,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),30,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),71,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),82,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),94,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),77,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,364,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"193,773",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",36,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),25,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),106,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),73,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),121,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),99,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,460,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"85,162",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",16,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),81,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),94,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),154,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),66,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),22,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,433,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BLACK_HAWK,13,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"160,915",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BLACK_HAWK,13,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",24,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BLACK_HAWK,13,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),47,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BLACK_HAWK,13,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),147,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BLACK_HAWK,13,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),171,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BLACK_HAWK,13,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),98,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BLACK_HAWK,13,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),87,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BLACK_HAWK,13,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,574,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"147,936",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",27,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),65,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),168,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),165,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),83,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),56,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,564,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"212,900",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",37,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),100,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),158,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),168,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),154,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),78,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,695,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"153,545",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",21,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),87,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),168,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),156,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),89,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),78,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,599,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"162,977",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",32,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),139,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),190,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),212,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),105,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),56,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,734,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"216,086",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",21,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),93,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),280,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),255,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),178,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),75,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,902,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"123,628",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",4,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),137,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),248,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),313,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),96,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),42,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,840,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"181,709",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",26,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),66,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),206,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),214,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),132,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),77,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,721,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"140,533",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",21,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),61,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),140,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),134,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),92,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),50,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,498,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"156,018",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",17,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),142,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),220,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),231,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),122,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),61,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,WINNESHIEK,191,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,793,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA_VISTA,21,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"176,744",8.2
