Year,State,Ag District,County,Data Item,Domain,Domain Category,Value
2002,ILLINOIS,SOUTHEAST,GALLATIN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),19
2002,ILLINOIS,SOUTHEAST,GALLATIN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,102
2002,ILLINOIS,SOUTHEAST,HAMILTON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,62937
2002,ILLINOIS,SOUTHEAST,HAMILTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",14
2002,ILLINOIS,SOUTHEAST,HAMILTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),29
2002,ILLINOIS,SOUTHEAST,HAMILTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),54
2002,ILLINOIS,SOUTHEAST,HAMILTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),79
2002,ILLINOIS,SOUTHEAST,HAMILTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),29
2002,ILLINOIS,SOUTHEAST,HAMILTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),39
2002,ILLINOIS,SOUTHEAST,HAMILTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),25
2002,ILLINOIS,SOUTHEAST,HAMILTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,230
2002,ILLINOIS,SOUTHEAST,HARDIN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1800
2002,ILLINOIS,SOUTHEAST,HARDIN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),3
2002,ILLINOIS,SOUTHEAST,HARDIN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),6
2002,ILLINOIS,SOUTHEAST,HARDIN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),4
2002,ILLINOIS,SOUTHEAST,HARDIN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),1
2002,ILLINOIS,SOUTHEAST,HARDIN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),1
2002,ILLINOIS,SOUTHEAST,HARDIN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,14
2002,ILLINOIS,SOUTHEAST,JEFFERSON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,44521
2002,ILLINOIS,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",2
2002,ILLINOIS,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),54
2002,ILLINOIS,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),71
2002,ILLINOIS,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),120
2002,ILLINOIS,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),32
2002,ILLINOIS,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),22
2002,ILLINOIS,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),20
2002,ILLINOIS,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,299
2002,ILLINOIS,SOUTHEAST,MASSAC,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,23653
2002,ILLINOIS,SOUTHEAST,MASSAC,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",2
2002,ILLINOIS,SOUTHEAST,MASSAC,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),8
2002,ILLINOIS,SOUTHEAST,MASSAC,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),27
2002,ILLINOIS,SOUTHEAST,MASSAC,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),43
2002,ILLINOIS,SOUTHEAST,MASSAC,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),20
2002,ILLINOIS,SOUTHEAST,MASSAC,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),14
2002,ILLINOIS,SOUTHEAST,MASSAC,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),12
2002,ILLINOIS,SOUTHEAST,MASSAC,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,112
2002,ILLINOIS,SOUTHEAST,POPE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4162
2002,ILLINOIS,SOUTHEAST,POPE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),5
2002,ILLINOIS,SOUTHEAST,POPE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),9
2002,ILLINOIS,SOUTHEAST,POPE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),24
2002,ILLINOIS,SOUTHEAST,POPE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),5
2002,ILLINOIS,SOUTHEAST,POPE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,43
2002,ILLINOIS,SOUTHEAST,SALINE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,38210
2002,ILLINOIS,SOUTHEAST,SALINE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",9
2002,ILLINOIS,SOUTHEAST,SALINE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),25
2002,ILLINOIS,SOUTHEAST,SALINE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),27
2002,ILLINOIS,SOUTHEAST,SALINE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),20
2002,ILLINOIS,SOUTHEAST,SALINE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),31
2002,ILLINOIS,SOUTHEAST,SALINE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),25
2002,ILLINOIS,SOUTHEAST,SALINE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),16
2002,ILLINOIS,SOUTHEAST,SALINE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,128
2002,ILLINOIS,SOUTHEAST,WABASH,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,46961
2002,ILLINOIS,SOUTHEAST,WABASH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",14
2002,ILLINOIS,SOUTHEAST,WABASH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),9
2002,ILLINOIS,SOUTHEAST,WABASH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),29
2002,ILLINOIS,SOUTHEAST,WABASH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),27
2002,ILLINOIS,SOUTHEAST,WABASH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),22
2002,ILLINOIS,SOUTHEAST,WABASH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),35
2002,ILLINOIS,SOUTHEAST,WABASH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),21
2002,ILLINOIS,SOUTHEAST,WABASH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,122
2002,ILLINOIS,SOUTHEAST,WAYNE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,86556
2002,ILLINOIS,SOUTHEAST,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",14
2002,ILLINOIS,SOUTHEAST,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),42
2002,ILLINOIS,SOUTHEAST,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),86
2002,ILLINOIS,SOUTHEAST,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),110
2002,ILLINOIS,SOUTHEAST,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),58
2002,ILLINOIS,SOUTHEAST,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),51
2002,ILLINOIS,SOUTHEAST,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),37
2002,ILLINOIS,SOUTHEAST,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,347
2002,ILLINOIS,SOUTHEAST,WHITE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,86034
2002,ILLINOIS,SOUTHEAST,WHITE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",23
2002,ILLINOIS,SOUTHEAST,WHITE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),15
2002,ILLINOIS,SOUTHEAST,WHITE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),43
2002,ILLINOIS,SOUTHEAST,WHITE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),43
2002,ILLINOIS,SOUTHEAST,WHITE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),45
2002,ILLINOIS,SOUTHEAST,WHITE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),61
2002,ILLINOIS,SOUTHEAST,WHITE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),38
2002,ILLINOIS,SOUTHEAST,WHITE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,207
2002,ILLINOIS,SOUTHWEST,ALEXANDER,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,9162
2002,ILLINOIS,SOUTHWEST,ALEXANDER,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),9
2002,ILLINOIS,SOUTHWEST,ALEXANDER,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),10
2002,ILLINOIS,SOUTHWEST,ALEXANDER,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),12
2002,ILLINOIS,SOUTHWEST,ALEXANDER,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),15
2002,ILLINOIS,SOUTHWEST,ALEXANDER,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),3
2002,ILLINOIS,SOUTHWEST,ALEXANDER,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),3
2002,ILLINOIS,SOUTHWEST,ALEXANDER,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,49
2002,ILLINOIS,SOUTHWEST,CLINTON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,76258
2002,ILLINOIS,SOUTHWEST,CLINTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",5
2002,ILLINOIS,SOUTHWEST,CLINTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),62
2002,ILLINOIS,SOUTHWEST,CLINTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),166
2002,ILLINOIS,SOUTHWEST,CLINTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),254
2002,ILLINOIS,SOUTHWEST,CLINTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),48
2002,ILLINOIS,SOUTHWEST,CLINTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),23
2002,ILLINOIS,SOUTHWEST,CLINTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),18
2002,ILLINOIS,SOUTHWEST,CLINTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,553
2002,ILLINOIS,SOUTHWEST,JACKSON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,23239
2002,ILLINOIS,SOUTHWEST,JACKSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",1
2002,ILLINOIS,SOUTHWEST,JACKSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),43
2002,ILLINOIS,SOUTHWEST,JACKSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),37
2002,ILLINOIS,SOUTHWEST,JACKSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),59
2002,ILLINOIS,SOUTHWEST,JACKSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),19
2002,ILLINOIS,SOUTHWEST,JACKSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),10
2002,ILLINOIS,SOUTHWEST,JACKSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),9
2002,ILLINOIS,SOUTHWEST,JACKSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,168
2002,ILLINOIS,SOUTHWEST,JOHNSON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5401
2002,ILLINOIS,SOUTHWEST,JOHNSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),8
2002,ILLINOIS,SOUTHWEST,JOHNSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),13
2002,ILLINOIS,SOUTHWEST,JOHNSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),10
2002,ILLINOIS,SOUTHWEST,JOHNSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),8
2002,ILLINOIS,SOUTHWEST,JOHNSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,39
2002,ILLINOIS,SOUTHWEST,MONROE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,44678
2002,ILLINOIS,SOUTHWEST,MONROE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",5
2002,ILLINOIS,SOUTHWEST,MONROE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),47
2002,ILLINOIS,SOUTHWEST,MONROE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),63
2002,ILLINOIS,SOUTHWEST,MONROE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),72
2002,ILLINOIS,SOUTHWEST,MONROE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),39
2002,ILLINOIS,SOUTHWEST,MONROE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),21
2002,ILLINOIS,SOUTHWEST,MONROE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),16
2002,ILLINOIS,SOUTHWEST,MONROE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,242
2002,ILLINOIS,SOUTHWEST,PERRY,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,47241
2002,ILLINOIS,SOUTHWEST,PERRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",3
2002,ILLINOIS,SOUTHWEST,PERRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),41
2002,ILLINOIS,SOUTHWEST,PERRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),84
2002,ILLINOIS,SOUTHWEST,PERRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),76
2002,ILLINOIS,SOUTHWEST,PERRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),35
2002,ILLINOIS,SOUTHWEST,PERRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),22
2002,ILLINOIS,SOUTHWEST,PERRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),19
2002,ILLINOIS,SOUTHWEST,PERRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,258
2002,ILLINOIS,SOUTHWEST,PULASKI,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,15492
2002,ILLINOIS,SOUTHWEST,PULASKI,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",2
2002,ILLINOIS,SOUTHWEST,PULASKI,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),7
2002,ILLINOIS,SOUTHWEST,PULASKI,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),19
2002,ILLINOIS,SOUTHWEST,PULASKI,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),27
2002,ILLINOIS,SOUTHWEST,PULASKI,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),8
2002,ILLINOIS,SOUTHWEST,PULASKI,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),10
2002,ILLINOIS,SOUTHWEST,PULASKI,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),8
2002,ILLINOIS,SOUTHWEST,PULASKI,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,71
2002,ILLINOIS,SOUTHWEST,RANDOLPH,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,56236
2002,ILLINOIS,SOUTHWEST,RANDOLPH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",4
2002,ILLINOIS,SOUTHWEST,RANDOLPH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),95
2002,ILLINOIS,SOUTHWEST,RANDOLPH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),85
2002,ILLINOIS,SOUTHWEST,RANDOLPH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),145
2002,ILLINOIS,SOUTHWEST,RANDOLPH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),40
2002,ILLINOIS,SOUTHWEST,RANDOLPH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),29
2002,ILLINOIS,SOUTHWEST,RANDOLPH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),25
2002,ILLINOIS,SOUTHWEST,RANDOLPH,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,394
2002,ILLINOIS,SOUTHWEST,ST CLAIR,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,97503
2002,ILLINOIS,SOUTHWEST,ST CLAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",13
2002,ILLINOIS,SOUTHWEST,ST CLAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),88
2002,ILLINOIS,SOUTHWEST,ST CLAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),121
2002,ILLINOIS,SOUTHWEST,ST CLAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),182
2002,ILLINOIS,SOUTHWEST,ST CLAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),80
2002,ILLINOIS,SOUTHWEST,ST CLAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 OR MORE ACRES),52
2002,ILLINOIS,SOUTHWEST,ST CLAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),39
2002,ILLINOIS,SOUTHWEST,ST CLAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,523
2002,ILLINOIS,SOUTHWEST,UNION,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,14573
2002,ILLINOIS,SOUTHWEST,UNION,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",4
